"NGA","PolID","Time","PropCoded","PolPop","PolTerr","CapPop","levels","government","infrastr","writing","texts","money","irep","FreqLR","ConformityLR","FreqWR","ConformityWR","FreqFR","ConformityFR","FreqER","ConformityER","FreqDR","ConformityDR","MHG","BSP","WrittenRecords","ReligiousHier","GeneralMoralisticPunishment","MoralisingHighGods","MoralisingGods","DoctrinalMode","Writing"
"Big Island Hawaii","Hawaii1",1000,76.5,4.06101674826701,3.21281478654347,1.93335729890195,0.989518864053398,0.0909090909090909,0.1,0.1,0.1,1.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,NA,0,0,0,NA,0
"Big Island Hawaii","Hawaii2",1200,86.3,3.58539928786271,3.26013177997318,2.28301207365923,1.85114895136181,0.0909090909090909,0.0909090909090909,0.15,0,1.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,NA,0,0,0,NA,0
"Big Island Hawaii","Hawaii2",1300,86.3,3.85727377057996,3.26013177997318,3.08142877803398,1.5110183452253,0.0909090909090909,0.0909090909090909,0.15,0,1.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,NA,0,0,0,NA,0
"Big Island Hawaii","Hawaii2",1400,86.3,4.22597397226491,3.26013177997318,3.4429195769602,2.33643779050481,0.0909090909090909,0.181818181818182,0.15,0,1.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,NA,0,0,0,NA,0
"Big Island Hawaii","Hawaii2",1500,86.3,4.65475888351829,3.26013177997318,3.4210313958127,2.09602395845403,0.172727272727273,0.181818181818182,0.15,0,1.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,NA,0,0,0,NA,0
"Big Island Hawaii","Hawaii2",1600,80.4,3.99777916665814,3.26013177997318,3.63774709184885,1.86331742360367,0.09,0.1,0.15,0,1.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,NA,0,0,0,NA,0
"Big Island Hawaii","Hawaii3",1700,94.1,5.16753710458149,4.03685373739367,4.05441970933416,2.80039568040063,0.227272727272727,0.245454545454545,0.166666666666667,0,1.8,1,2,NA,6,NA,NA,NA,2,NA,NA,NA,0.1,0.1,0,2,0,0,0,1,0
"Big Island Hawaii","USKameh",1800,92.2,4.99256563450933,4.19556264878693,3.60550247490503,2.7630808808874,0.35,0.172727272727273,0.166666666666667,0,1.8,1,2,NA,6,NA,NA,NA,2,NA,NA,NA,2,0.9,0,2,1,0,1,1,0
"Cahokia","USMisEW",-600,88.2,1.62055889445678,1.19745630366584,1.6229884919029,1,0,0.0833333333333333,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,1,0,0,0,NA,0
"Cahokia","USMisMW",-100,88.2,1.57044330755729,0.457124126979402,1.63178803400923,1.21021811006658,0,0.0833333333333333,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,1,0,0,0,NA,0
"Cahokia","USMisRo",300,88.2,1.65636971623948,1.11742782102333,1.57347728819566,1,0,0.0833333333333333,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,1,0,0,0,NA,0
"Cahokia","USMisMu",500,88.2,1.56402983348146,1.48194436781884,1.64009758195238,1,0,0.0916666666666667,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,1,0,0,0,NA,0
"Cahokia","USMisPa",600,88.2,1.53107823542492,1.9794928076374,1.69506782551065,1.25,0,0.0916666666666667,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,1,0,0,0,NA,0
"Cahokia","USMisSp",800,90.2,2.64145665201593,2.12140462996282,2.7012940385359,1.75,0,0.1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,2,0,0,0,1,0
"Cahokia","USMisME",900,82.4,2.68127692180646,2.35447041635084,2.61207948527779,1.75,0.2,0.316666666666667,0,0,1.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,2,0,0,0,1,0
"Cahokia","USMisME",1000,82.4,2.68127692180646,2.35447041635084,2.61207948527779,2.5,0.2,0.316666666666667,0,0,1.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,3,0,0,0,1,0
"Cahokia","USCahoE",1100,78.4,4.63824288892444,3.4668203863382,4.06816661717145,2.97915654330113,0.333333333333333,0.325,0,0,1.8,1,2,NA,NA,NA,6,NA,2,NA,NA,NA,0.1,0.1,0,3,0,0,0,1,0
"Cahokia","USCahoL",1200,78.4,4.68316570807986,3.44581672075271,4.10844782909073,2.91532186315312,0.333333333333333,0.325,0,0,1.8,1,2,NA,NA,NA,6,NA,2,NA,NA,NA,0.1,0.1,0,3,0,0,0,1,0
"Cahokia","USMisSd",1300,76.5,4.10739520259636,2.44112915074891,3.86773877072501,2.75,0.333333333333333,0.263636363636364,0,0,1.8,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,0.1,0.1,0,3,0,0,0,1,0
"Cahokia","USOneot",1400,70.6,2.62815040225603,1.06813283015232,2.30102999566398,1.39102954901157,0.0833333333333333,0.3125,0.1,0.1,1.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,1,0,0,0,NA,0
"Cahokia","USOneot",1600,70.6,3.30548469373807,1.60150492557059,3.40686257821967,1.39102954901157,0.0833333333333333,0.3125,0.1,0.1,1.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,1,0,0,0,NA,0
"Cahokia","USIllin",1700,68.6,4.02234944953367,4.20588398846403,3.58559115117288,1.5,0.04,0.233333333333333,0.4,0.1,1.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.1,1,0,0,0,NA,0
"Cambodian Basin","KhFunaE",300,84.3,5.82449022534479,5.40999057483219,3.30102999566398,2.5,0.618181818181818,0.977777777777778,1,1,4,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,1,0.666666666666667,1,2,1,0,1,1,1
"Cambodian Basin","KhFunaL",600,84.3,5.25272461747624,5.42193281327851,3.30102999566398,2.61006251145084,0.61,0.888888888888889,1,1,5,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,1,0.666666666666667,1,2,1,0,1,1,1
"Cambodian Basin","KhChenl",700,80.4,6.90079850245195,5.72509452108147,4.77815125038364,4.5,0.79,0.888888888888889,1,0.985714285714286,3,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,1,0.666666666666667,1,6,1,0,1,1,1
"Cambodian Basin","KhChenl",800,80.4,6.77964497773177,5.72509452108147,5.47712125471966,4.5,0.79,0.888888888888889,1,0.985714285714286,3,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,1,0.666666666666667,1,6,1,0,1,1,1
"Cambodian Basin","KhAngkE",900,96.1,7.16310491123328,5.96229686827674,5.60205999132796,4.8,0.836363636363636,0.916666666666667,1,0.9875,4,1,2,NA,6,NA,6,NA,2,NA,NA,NA,1,0.666666666666667,1,6,1,0,1,1,1
"Cambodian Basin","KhAngkE",1000,94.1,6.03041361185139,5.96229686827674,5.54594608586762,4.8,0.836363636363636,0.916666666666667,1,0.9875,4,1,2,NA,6,NA,6,NA,2,NA,NA,NA,1,0.666666666666667,1,6,1,0,1,1,1
"Cambodian Basin","KhAngkC",1100,98,6.17609125905568,5.97277889180762,5.95024668775387,5,0.827272727272727,0.916666666666667,1,0.9875,4,1,2,NA,6,NA,6,NA,2,NA,NA,NA,1,0.666666666666667,1,6,1,0,1,1,1
"Cambodian Basin","KhAngkL",1300,96.1,6.17609125905568,5.21382430010535,6.01289841499951,5,0.827272727272727,0.875,1,0.975,3.6,1,2,NA,6,NA,6,NA,2,NA,NA,NA,1,0.666666666666667,1,6,1,0,1,1,1
"Cambodian Basin","KhCambd",1500,96.1,5.98151221663091,5.44660861164799,4.23319094265997,6.5,0.827272727272727,0.916666666666667,1,0.9875,4,1,NA,NA,6,NA,6,NA,NA,NA,NA,NA,1,0.666666666666667,1,6,1,0,1,1,1
"Cambodian Basin","ThAyuth",1600,80.4,6.71150697185361,5.46473683147713,5.19033169817029,4.8,0.554545454545455,0.877777777777778,1,0.95,5,1,2,NA,6,NA,6,NA,5,NA,NA,NA,2,0.666666666666667,1,6,1,0,1,1,1
"Cambodian Basin","ThAyuth",1700,80.4,6.82009182640771,6.5062425974579,5.19033169817029,4.8,0.554545454545455,0.888888888888889,1,0.95,5,1,2,NA,6,NA,6,NA,5,NA,NA,NA,2,0.666666666666667,1,6,1,0,1,1,1
"Cambodian Basin","ThRattn",1800,86.3,6.6104340132245,5.71021894258437,4.8803609306568,4.75,0.554545454545455,0.866666666666667,1,1,5,1,2,NA,6,NA,6,NA,2,NA,NA,NA,1,0.666666666666667,1,6,1,0,1,1,1
"Central Java","IdMedng",800,74.5,5.45574050096354,5.03067661820488,3,2.79705968380005,0.825,0.866666666666667,0.816666666666667,0.96,5,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,1,0.666666666666667,1,0.866660781373891,1,0,1,1,1
"Central Java","IdMedng",900,74.5,5.45574050096354,5.03067661820488,3,3.04705968380005,0.825,0.866666666666667,0.816666666666667,0.96,5,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,1,0.666666666666667,1,0.866660781373891,1,0,1,1,1
"Central Java","IdKedir",1100,72.5,5.43375635520391,4.81460722636706,4.27630827472807,4,0.8375,0.866666666666667,0.816666666666667,0.94,5,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,1,0.666666666666667,1,3,1,0,1,1,1
"Central Java","IdKedir",1200,72.5,5.47984490299697,4.81460722636706,4.52082249437608,4,0.8375,0.866666666666667,0.816666666666667,0.94,5,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,1,0.666666666666667,1,3,1,0,1,1,1
"Central Java","IdMajap",1300,86.3,6.69897000433602,5.69897000433602,5.13153150208258,4,0.89,0.95,0.816666666666667,0.95,4,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,1,0.666666666666667,1,3,1,0,1,1,1
"Central Java","IdMatrm",1600,76.5,6.52386860613215,4.99010733782274,4.9977375804433,3.36962584764908,0.977777777777778,0.955555555555556,0.816666666666667,0.933333333333333,4.5,1,2,NA,4,NA,4,NA,2,NA,NA,NA,3,1,1,1.84812923824542,1,1,1,NA,1
"Chuuk Islands","FmTrukE",1800,94.1,3.26775902989016,2.88490987450376,2.21936478066641,1.75,0,0.0833333333333333,0.166666666666667,0,1,1,NA,NA,5,NA,5,NA,NA,NA,NA,NA,2,0.633333333333333,0,1,1,0,1,1,0
"Chuuk Islands","FmTrukL",1900,96.1,3.96378782734556,2.1044871113124,3.3255505225582,2.5,0.609090909090909,0.35,0.816666666666667,0.3625,6,1,NA,NA,5,NA,5,NA,NA,NA,NA,NA,2,0.7,1,1,1,0,1,1,1
"Cuzco","PeCuzLF",100,74.5,3.41857620953652,2.50207741975935,3.5257698654642,3,0.1,0.18,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,NA,0,0,0,NA,0
"Cuzco","PeCuzE1",200,72.5,3.9234770890269,2.82624583893667,2.64633444230385,3,0.1,0.214285714285714,0,0,0.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,NA,0,0,0,NA,0
"Cuzco","PeCuzE1",300,72.5,3.01936985834076,2.87049898632994,3.18081292128726,3,0.1,0.214285714285714,0,0,0.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,NA,0,0,0,NA,0
"Cuzco","PeCuzE1",400,72.5,3.69802782814571,3,2.53190482222742,3,0.1,0.214285714285714,0,0,0.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,NA,0,0,0,NA,0
"Cuzco","PeCuzE2",500,76.5,4.27488601034583,3,3.3344475506675,3,0.1,0.18,0,0,0.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,NA,0,0,0,NA,0
"Cuzco","PeWari*",700,86.3,5.46554513285082,5.38324296399218,4.7576278544085,3.87496327341692,0.52,0.7625,0,0.0125,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,NA,0,0,0,NA,0
"Cuzco","PeCuzL1",1000,84.3,4.05983708820068,2.6385078726917,3.85964766813672,4,0.1,0.44,0.0285714285714286,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,NA,0,0,0,NA,0
"Cuzco","PeCuzL2",1300,86.3,4.8199710366159,3.41011452090484,3.99673086031756,3.5,0.41,0.61,0.0333333333333333,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,2,0,0,0,1,0
"Cuzco","PeInca*",1400,98,6.38214386421175,6.10660429214905,5.0541154900049,4.57764145146035,0.581818181818182,0.758333333333333,0.285714285714286,0,1.8,1,1.33333333333333,NA,1,NA,6,NA,2,NA,NA,NA,1,0,0,4,0,0,0,1,0
"Cuzco","PeInca*",1500,100,7.02733673236448,6.10660429214905,5.0541154900049,4.57764145146035,0.581818181818182,0.758333333333333,0.285714285714286,0,1.8,1,1.33333333333333,NA,1,NA,6,NA,2,NA,NA,NA,1,0,0,4,0,0,0,1,0
"Deccan","InDecNL",-2700,90.2,2.90665921504404,3.41577701796758,1.78146199261864,1.2,0.1,0.175,0.1,0.1,0.9,1,2,NA,2,NA,NA,NA,2,NA,NA,NA,0.1,0.1,0.1,2,0,0,0,1,0
"Deccan","InDecIA",-1200,86.3,2.82134185205864,2.65221607308844,2.88996194273783,1,0.1,0.388888888888889,0.233333333333333,0.1,0.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,1,0,0,0,NA,0
"Deccan","InDecIA",-900,86.3,4.13839471379082,3.54272184460305,3.46223422674454,1.45362214186936,0.1,0.388888888888889,0.233333333333333,0.1,0.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,1,0,0,0,NA,0
"Deccan","InDecIA",-500,86.3,4.36496150567635,3.8046488161302,3.93349915296505,1.75,0.1,0.388888888888889,0.233333333333333,0.1,0.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,1,0,0,0,NA,0
"Deccan","InSataL",-100,82.4,6.89559823087197,6.11183114321279,4.92427928606188,2.93960971073713,0.581818181818182,0.777777777777778,0.975,0.842857142857143,5,1,0,NA,6,NA,6,NA,2,NA,NA,NA,1,0.666666666666667,1,1.1486243929309,1,0,1,1,1
"Deccan","InSataL",0,82.4,6.89867629841069,6.11183114321279,4.92427928606188,2.93960971073713,0.581818181818182,0.777777777777778,0.975,0.842857142857143,5,1,0,NA,6,NA,6,NA,2,NA,NA,NA,1,0.666666666666667,1,1.1486243929309,1,0,1,1,1
"Deccan","InSataL",100,82.4,6.93854002294725,6.11183114321279,4.92427928606188,2.93960971073713,0.581818181818182,0.777777777777778,0.975,0.842857142857143,5,1,0,NA,6,NA,6,NA,2,NA,NA,NA,1,0.666666666666667,1,1.1486243929309,1,0,1,1,1
"Deccan","InSataL",200,82.4,6.97327870997656,6.16728292609722,4.92427928606188,2.93960971073713,0.581818181818182,0.777777777777778,0.975,0.842857142857143,5,1,0,NA,6,NA,6,NA,2,NA,NA,NA,1,0.666666666666667,1,1.1486243929309,1,0,1,1,1
"Deccan","InVakat",300,60.8,6.77619071634116,5.9848280144941,5.04362916271658,3.5239841401632,0.8625,0.666666666666667,0.78,0.983333333333333,5,1,0,NA,6,NA,6,NA,2,NA,NA,NA,1,0.666666666666667,1,3.04760860139171,1,0,1,1,1
"Deccan","InKadam",500,64.7,5.35324864106197,4.92060523422098,4.58344650418649,3.34136114285776,0.625,0.7125,0.925,0.94,5,1,2,NA,6,NA,6,NA,2,NA,NA,NA,1,0.666666666666667,0.9,1.17818086300416,1,0,1,1,1
"Deccan","InChaBd",600,74.5,6.52033628378013,5.8750612633917,4.84509804001426,4.52030524582746,0.9,0.744444444444444,0.975,0.95,5,1,2,NA,6,NA,6,NA,2,NA,NA,NA,1,0.7,1,5,1,0,1,1,1
"Deccan","InChaBd",700,74.5,6.81541954498186,5.8750612633917,4.84509804001426,4.52030524582746,0.9,0.744444444444444,0.975,0.95,5,1,2,NA,6,NA,6,NA,2,NA,NA,NA,1,0.7,1,5,1,0,1,1,1
"Deccan","InRasht",800,84.3,6.72079650129947,5.77815125038364,5,4.5520155628234,0.79,0.777777777777778,0.975,0.875,5,1,2,NA,6,NA,6,NA,2,NA,NA,NA,1,1,1,5,1,0,1,1,1
"Deccan","InRasht",900,84.3,6.78469825504579,5.77815125038364,5,4.5520155628234,0.79,0.777777777777778,0.975,0.875,5,1,2,NA,6,NA,6,NA,2,NA,NA,NA,1,1,1,5,1,0,1,1,1
"Deccan","InChaKl",1000,76.5,6.88895786432546,6.54060637114241,5.06884244923388,4.48839120732094,0.866666666666667,0.7125,0.975,0.975,5,1,2,NA,6,NA,6,NA,2,NA,NA,NA,1,0.7,1,5,1,0,1,1,1
"Deccan","InHoysa",1200,72.5,5.37239541219239,5.26549788628576,5.09691001300806,3.2189498081775,0.733333333333333,0.916666666666667,0.9,0.9625,5,1,2,NA,6,NA,6,NA,2,NA,NA,NA,1,0.666666666666667,0.9,1.69870773926248,1,0,1,1,1
"Deccan","InKampi",1300,70.6,5.06818662414639,4.35153537829046,5.55806769311232,3.10574249146899,0.9125,0.766666666666667,0.766666666666667,0.9625,5,1,2,NA,6,NA,6,NA,2,NA,NA,NA,1,0.666666666666667,0.9,1.38532761212515,1,0,1,1,1
"Deccan","InVijay",1400,86.3,7.39794000867204,5.55231406278864,5,3.51788748764879,0.9,0.977777777777778,0.8,0.971428571428571,5,1,2,NA,6,NA,6,NA,2,NA,NA,NA,1,0.666666666666667,1,1.6099005649799,1,0,1,1,1
"Deccan","InVijay",1500,86.3,7.39794000867204,5.55231406278864,5.26143678263096,3.51788748764879,0.9,0.977777777777778,0.8,0.971428571428571,5,1,2,NA,6,NA,6,NA,2,NA,NA,NA,1,0.666666666666667,1,1.6099005649799,1,0,1,1,1
"Deccan","InVijay",1600,84.3,7.39794000867204,5.55231406278864,5.15838075889584,3.51788748764879,0.9,0.977777777777778,0.8,0.971428571428571,5,1,2,NA,6,NA,6,NA,2,NA,NA,NA,1,0.666666666666667,1,1.6099005649799,1,0,1,1,1
"Finger Lakes","UsIroqE",1600,98,3.74036268949424,5,3.47712125471966,2.25,0.0909090909090909,0.0833333333333333,0.333333333333333,0,2,1,2,NA,2,NA,NA,NA,2.33333333333333,NA,NA,NA,0,0,0,1,0,0,0,NA,0
"Finger Lakes","UsIroqE",1700,96.1,5.28420466248472,5,3.47712125471966,2.25,0.0909090909090909,0.0833333333333333,0.333333333333333,0,2,1,2,NA,2,NA,NA,NA,2.33333333333333,NA,NA,NA,0,0,0,1,0,0,0,NA,0
"Garo Hills","InGaroE",1800,96.1,3.4008532396735,2.68178271075018,3.30362316308302,1.6,0,0.0833333333333333,0.333333333333333,0,1,1,2,NA,2,NA,2,NA,1,NA,NA,NA,2,0,0,1,0,0,0,NA,0
"Ghanaian Coast","GhAshnE",1600,92.2,4.73513658729489,3.59631851874389,4.20834656251947,3.4,0.172727272727273,0.325,0.333333333333333,0,3,1,2,NA,2,NA,4,NA,NA,NA,NA,NA,3,0.9,0,3,1,1,1,1,0
"Ghanaian Coast","GhAshnL",1800,94.1,5.35248391018627,5.55807030330593,4.13033376849501,4.4,0.454545454545455,0.408333333333333,1,0.375,3,1,2,NA,2,NA,4,NA,2,NA,NA,NA,3,0.9,1,4,1,1,1,1,1
"Iceland","IsCommw",1000,90.2,4.88245401288542,5.01283722470517,2.33633482725944,2,0.122222222222222,0,0.6,0.0125,4,1,2,NA,5,NA,5,NA,3,NA,NA,NA,2,0.366666666666667,0,1,1,0,1,1,0
"Iceland","IsCommw",1100,92.2,4.49136169383427,5.01283722470517,2.33633482725944,2.4,0.233333333333333,0,0.8,0.3625,4,1,2,NA,5,NA,5,NA,3,NA,NA,NA,3,0.9,0,2,1,1,1,1,0
"Iceland","IsCommw",1200,90.2,4.37973661609262,5.01283722470517,2.33633482725944,2.4,0.233333333333333,0,1,0.9875,4,1,2,NA,5,NA,5,NA,3,NA,NA,NA,3,0.9,1,2,1,1,1,1,1
"Iceland","NorKing",1300,96.1,4.71322163884242,5.01283722470517,2.42112738221658,3.75,0.554545454545455,0.0166666666666667,1,0.9875,4,1,NA,NA,5,NA,5,NA,NA,NA,NA,NA,3,0.666666666666667,1,4,1,1,1,1,1
"Kachi Plain","PkAcerN",-7500,88.2,2.65674496067255,1.44072676393678,2.724926192049,0.374197547257733,0.0272727272727273,0.275,0,0,1.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,0,0,0,0,NA,0
"Kachi Plain","PkCeraN",-5500,88.2,2.34672531280178,1.86327232232725,2.70260857088857,0.544009165975166,0.0272727272727273,0.35,0,0,1.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,0,0,0,0,NA,0
"Kachi Plain","PkChalc",-4000,86.3,4.51658669327901,2.76473668823986,3.33376437403635,1.43801234462176,0.1,0.341666666666667,0,0,1.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,1,0,0,0,NA,0
"Kachi Plain","PkPreUr",-3200,86.3,4.74111598706516,3.30818580919351,3.53094856324099,1.62405600668586,0.109090909090909,0.341666666666667,0,0,1.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,1,0,0,0,NA,0
"Kachi Plain","PkUrbn1",-2500,56.9,6.32231979905218,5.1797534407414,5,3,0.62,0.866666666666667,0.75,0.844461499008261,2.7,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,0,0,1,2,0,0,0,1,1
"Kachi Plain","PkPostU",-1800,84.3,4.20689414711724,2.93224102177973,3.11933453178993,1.6045298610192,0.333333333333333,0.21,0.15,0,2.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,1,0,0,0,NA,0
"Kachi Plain","PkProto",-1300,66.7,4.40402752050936,3.04018241771047,3.35412430750916,1.37061878363526,0.44,0.76,0,0,0.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,NA,0,0,0,NA,0
"Kachi Plain","InMaury",-300,92.2,7.25527250510331,6.60205999132796,4.69897000433602,5.04631839902318,0.8,0.966666666666667,0.816666666666667,0.971428571428571,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.666666666666667,1,2.18527359609273,1,0,1,1,1
"Kachi Plain","PkIndGr",-100,60.8,6.30396083350105,5.02212306169417,5.25914708422625,3.78899185143617,0.955555555555556,0.942857142857143,0.82,0.9,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.333333333333333,1,NA,1,1,1,NA,1
"Kachi Plain","PkSind1",900,64.7,6,5.14895414300788,4.71541541008707,2.6,0.714285714285714,0.966666666666667,0.816666666666667,0.9625,5,1,1.33333333333333,NA,5,NA,5,NA,2,NA,NA,NA,3,1,1,2,1,1,1,1,1
"Kachi Plain","PkSind1",1000,62.7,6,5.14895414300788,4.90333478132838,2.6,0.666666666666667,0.966666666666667,0.816666666666667,0.9625,5,1,1.33333333333333,NA,5,NA,5,NA,2,NA,NA,NA,3,1,1,2,1,1,1,1,1
"Kachi Plain","PkSind1",1100,62.7,6,5.14895414300788,4.98774637233344,2.6,0.666666666666667,0.633333333333333,0.816666666666667,0.9625,5,1,1.33333333333333,NA,5,NA,5,NA,2,NA,NA,NA,3,1,1,2,1,1,1,1,1
"Kachi Plain","AfGhurd",1200,76.5,7.80846277400847,6.21411272022972,5.6096430825802,3.45833852662069,0.933333333333333,0.95,0.833333333333333,0.985714285714286,5,1,1.33333333333333,NA,5,NA,5,NA,2,NA,NA,NA,3,1,1,2,1,1,1,1,1
"Kachi Plain","InDelh*",1300,92.2,6,6.48210937339287,5.41859270057739,6,0.99,0.981818181818182,0.98,0.975,5.4,1,2,NA,5,NA,5,NA,2,NA,NA,NA,3,1,1,5,1,1,1,1,1
"Kachi Plain","PkSind2",1400,62.7,6,5.14895414300788,4.14359708604332,2.6,0.557142857142857,0.966666666666667,0.816666666666667,0.9625,5,1,1.33333333333333,NA,5,NA,5,NA,2,NA,NA,NA,3,1,1,2,1,1,1,1,1
"Kachi Plain","PkSind2",1500,64.7,6.34242268082221,5.14895414300788,4.9986177004404,2.6,0.557142857142857,0.966666666666667,0.816666666666667,0.9625,5,1,1.33333333333333,NA,5,NA,5,NA,2,NA,NA,NA,3,1,1,2,1,1,1,1,1
"Kachi Plain","InMugl*",1600,88.2,7.28071217251366,6.09462656313806,4.44851371584292,4,0.972727272727273,0.89,0.833333333333333,0.975,5,1,2,NA,6,NA,NA,NA,2,NA,NA,NA,3,1,1,1,1,1,1,1,1
"Kachi Plain","InMugl*",1700,92.2,8.11142756774187,6.53534064575669,4.82743273015733,4,0.972727272727273,0.89,0.833333333333333,0.975,5,1,2,NA,6,NA,NA,NA,2,NA,NA,NA,3,1,1,1,1,1,1,1,1
"Kachi Plain","AfDurrn",1800,88.2,6.44391067889016,5.68930885912362,5.25137520594205,3.02812172778537,0.381818181818182,0.545454545454545,0.816666666666667,1,6,1,2,NA,5,NA,5,NA,2,NA,NA,NA,3,1,1,0.919831296569639,1,1,1,1,1
"Kansai","JpYayoi",-300,86.3,3.18194161140367,0,3.03469963998853,1.85356130235154,0.144444444444444,0.366666666666667,0.15,0,4,1,2,NA,NA,NA,6,NA,3,NA,NA,NA,0.1,0.1,0,1,0,0,0,1,0
"Kansai","JpKofun",300,76.5,5.27014901610007,3.66333680128646,3.43865551809347,2.35271331002431,0.557142857142857,0.4,0.233333333333333,0.1875,4,1,1,NA,NA,NA,NA,NA,3,NA,NA,NA,0,0,0.1,1,0,0,0,NA,0
"Kansai","JpKofun",400,76.5,5.43718984828508,3.66333680128646,4.46570440906116,2.40868762696332,0.557142857142857,0.4,0.333333333333333,0.65,4,1,1,NA,NA,NA,NA,NA,3,NA,NA,NA,0,0,0,1,0,0,0,NA,0
"Kansai","JpKofun",500,76.5,5.51305341389545,3.66333680128646,4.27459819588499,2.40868762696332,0.557142857142857,0.625,0.833333333333333,0.65,4,1,1,NA,NA,NA,NA,NA,3,NA,NA,NA,0,0,1,1,0,0,0,NA,1
"Kansai","JpAsuka",600,84.3,6.24284747365874,5.10778483981861,4.5627671362178,3.06174069458223,0.87,0.77,0.85,0.983333333333333,5,1,2,NA,3,NA,6,NA,2,NA,NA,NA,2,0.7,1,1.31666286646341,1,0,1,1,1
"Kansai","JpAsuka",700,84.3,6.37892686632937,5.10778483981861,4.50277286719231,3.06174069458223,0.87,0.77,0.85,0.983333333333333,5,1,2,NA,3,NA,6,NA,2,NA,NA,NA,2,0.7,1,1.31666286646341,1,0,1,1,1
"Kansai","JpHeian",800,92.2,6.60205999132796,5.59062761509794,5.30102999566398,3.34625709937076,0.89,0.833333333333333,1,1,5,1,2,NA,3,NA,6,NA,2,NA,NA,NA,2,0.666666666666667,1,1.57099126237,1,0,1,1,1
"Kansai","JpHeian",900,92.2,6.72117154182113,5.59062761509794,5.30102999566398,3.34625709937076,0.89,0.833333333333333,1,1,5,1,2,NA,3,NA,6,NA,2,NA,NA,NA,2,0.666666666666667,1,1.57099126237,1,0,1,1,1
