"NGA","PolID","Time","PropCoded","PolPop","PolTerr","CapPop","levels","government","infrastr","writing","texts","money","irep","FreqLR","ConformityLR","FreqWR","ConformityWR","FreqFR","ConformityFR","FreqER","ConformityER","FreqDR","ConformityDR","MHG","BSP","WrittenRecords","ReligiousHier","GeneralMoralisticPunishment","MoralisingHighGods","MoralisingGods","DoctrinalMode","Writing"
"Sogdiana","TjSaraz",-3500,70.6,3.57438525696576,3.4400028464247,3.69892143846329,2.68959482682751,0.1,0.390909090909091,0,0,0.9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,NA,0,0,0,NA,0
"Sogdiana","KzAndro",-2000,64.7,3.93349242473118,3.99837058778819,2.39794000867204,1.37149180528545,0.1,0.3,0,0,0.9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,NA,0,0,0,NA,0
"Sogdiana","UzKok01",-1400,80.4,3.00233479913949,3.09193742696793,1.69196605763431,0.978706792761379,0.1,0.08,0,0,0.9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,1,0,0,0,NA,0
"Sogdiana","UzKok01",-1000,82.4,4.85395484053268,4.90216630632717,2.42273715563912,0.978706792761379,0.1,0.08,0,0,0.9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,1,0,0,0,NA,0
"Sogdiana","UzKhw01",-900,43.1,4.24797557169169,2.2923504632008,3.62027516591531,1.94602063399323,0.1,0.933333333333333,0.15,0,0.4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,NA,0,0,0,NA,0
"Sogdiana","UzKhw01",-800,45.1,4.35978483850743,4.05631293771032,4.47534228259384,1.37642849612032,0.1,0.933333333333333,0.15,0,0.4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,NA,0,0,0,NA,0
"Sogdiana","UzKok02",-700,66.7,5.20722820036689,3.81000814123923,4.47534228259384,1.57270715591795,0.4,0.333333333333333,0,0,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,1,0,0,0,NA,0
"Sogdiana","AfGrBct",-200,90.2,7.15619316701248,5.86266575999518,4.64447112041182,3.35271946201783,0.7625,0.8,0.814285714285714,0.9375,5,10,NA,NA,6,NA,6,NA,NA,NA,NA,NA,3,0.333333333333333,1,1.41087784807131,1,1,1,1,1
"Sogdiana","AfTochr",-100,66.7,7.11999131658993,4.04879243245192,4.92196905341541,2.70691592187803,0.5,0.644444444444444,0.94,0.9,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.55,0.9,1.47503782052629,1,1,1,NA,1
"Sogdiana","AfTochr",0,66.7,5.2863516618915,4.04879243245192,4.29179806615578,2.70691592187803,0.5,0.644444444444444,0.94,0.9,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.55,0.9,1.47503782052629,1,1,1,NA,1
"Sogdiana","AfKushn",100,84.3,6.96952782112885,6.36345700412401,5.17609125905568,3.55454690507631,0.777777777777778,0.809090909090909,0.833333333333333,1,5,10,2,NA,NA,NA,NA,NA,2,NA,NA,NA,3,0.55,1,2.79638945818325,1,1,1,1,1
"Sogdiana","AfKushn",200,84.3,6.84968597598507,6.29591070904531,5,3.55454690507631,0.777777777777778,0.809090909090909,0.833333333333333,1,5,10,2,NA,NA,NA,NA,NA,2,NA,NA,NA,3,0.55,1,2.79638945818325,1,1,1,1,1
"Sogdiana","AfHepht",500,76.5,7.42324587393681,6.46435450269062,5.18830437832381,2.74145630627698,0.728571428571429,0.914285714285714,0.816666666666667,1,5,10,2,NA,6,NA,6,NA,NA,NA,NA,NA,1,0.55,1,1,1,0,1,1,1
"Sogdiana","KgWTurk",600,74.5,6.23981173626756,6.48415790633707,4.68692094690584,3.17413687779887,0.7,0.785714285714286,0.816666666666667,0.925,3.6,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.633333333333333,1,1.72238379681733,1,0,1,NA,1
"Sogdiana","UzSogdi",700,94.1,4.60845195793457,4.13719972669454,4.19818387112438,2.58550524184457,0.772727272727273,0.79,0.833333333333333,0.975,5,10,2,NA,NA,NA,NA,NA,2,NA,NA,NA,1,0.55,1,1.44700723440332,1,0,1,NA,1
"Sogdiana","UzSamnd",900,98,6.77815125038364,6.39794000867204,5.11394335230684,4.38698208143015,0.9,0.916666666666667,0.828571428571429,1,5,10,1.33333333333333,NA,5,NA,5,NA,2,NA,NA,NA,3,1,1,3,1,1,1,1,1
"Sogdiana","KgKarKh",1000,98,6.39794000867204,6.30102999566398,5.30102999566398,4,0.881818181818182,0.791666666666667,0.828571428571429,0.975,5,10,1.33333333333333,NA,5,NA,5,NA,2,NA,NA,NA,3,1,1,3,1,1,1,1,1
"Sogdiana","KgKarKh",1100,92.2,6.65611141881496,5.58990535719305,4.69357471820451,4,0.881818181818182,0.791666666666667,0.828571428571429,0.975,5,10,1.33333333333333,NA,5,NA,5,NA,2,NA,NA,NA,3,1,1,3,1,1,1,1,1
"Sogdiana","KgKarKh",1200,98,6.37147508249905,6.13966661599095,5.62198622963155,4,0.881818181818182,0.791666666666667,0.828571428571429,0.975,5,10,1.33333333333333,NA,5,NA,5,NA,2,NA,NA,NA,3,1,1,3,1,1,1,1,1
"Sogdiana","UzChagt",1300,88.2,6.3294300103054,6.54406804435028,4.55569273238807,3.27433330473207,0.527272727272727,0.76,0.816666666666667,0.9625,5,10,1.33333333333333,NA,5,NA,5,NA,2,NA,NA,NA,3,0.9,1,1.43283758866955,1,1,1,1,1
"Sogdiana","UzTimur",1400,96.1,7.69019608002851,6.74036268949424,5.17609125905568,4.57597975833537,0.827272727272727,0.881818181818182,0.828571428571429,0.9875,5,10,1.33333333333333,NA,5,NA,5,NA,2,NA,NA,NA,3,1,1,2.01158408539443,1,1,1,1,1
"Sogdiana","UzTimur",1500,92.2,5.28284504475824,6.20446063902616,5.17609125905568,4.57597975833537,0.827272727272727,0.881818181818182,0.828571428571429,0.9875,5,10,1.33333333333333,NA,5,NA,5,NA,2,NA,NA,NA,3,1,1,2.01158408539443,1,1,1,1,1
"Sogdiana","UzJanid",1600,78.4,5.89355757370547,5.27952259006505,5.00483926845971,4.67476519457843,0.8625,0.857142857142857,0.8,0.9875,5,10,1.33333333333333,NA,5,NA,5,NA,2,NA,NA,NA,3,1,1,2.68484978102875,1,1,1,1,1
"Sogdiana","UzJanid",1700,78.4,5.95879935981251,5.27952259006505,5.41030568726153,4.67476519457843,0.8625,0.857142857142857,0.8,0.9875,5,10,1.33333333333333,NA,5,NA,5,NA,2,NA,NA,NA,3,1,1,2.68484978102875,1,1,1,1,1
"Southern China Hills","CnHQngL",1800,70.6,5.30102999566398,4.00715010536668,4.14026654338673,2,0.857142857142857,0.6,0,0.125,4,10,2,NA,NA,NA,NA,NA,1.33333333333333,NA,NA,NA,2,0,0,1,0,0,0,NA,0
"Susiana","IrPrCer",-7800,84.3,2.30144213552293,1.81568088088613,2.62938289845981,0.75,0.09,0.181818181818182,0,0,0.9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,0,0,0,0,NA,0
"Susiana","IrForma",-7200,86.3,2.47325334125904,1.72424620998201,2.52785941546144,0.75,0.0909090909090909,0.181818181818182,0,0,0.9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,0,0,0,0,NA,0
"Susiana","IrArcha",-7000,76.5,2.68909448043912,2.35242298780456,3.13675467358443,1,0.1,0.214285714285714,0,0,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,1,0,0,0,NA,0
"Susiana","IrKhzE*",-6000,68.6,3.18392432946686,2.79213880948221,2.54178780073496,1,0.1,0.95,0,0,0.9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,1,0,0,0,NA,0
"Susiana","IrKhzEM",-5700,82.4,3.45515239597975,2.3128038092015,2.03012165882414,1.15713554797872,0.181818181818182,0.3125,0,0,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,1,0,0,0,NA,0
"Susiana","IrKhzM*",-5100,82.4,2.56794119743511,1.48686799291575,3.1221443943191,1.06846373217561,0.172727272727273,0.3,0,0,2.7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,1,0,0,0,NA,0
"Susiana","IrKhzM*",-5000,82.4,2.4703253883472,2.55244391107046,3.1221443943191,1.31846373217561,0.172727272727273,0.3,0,0,2.7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,1,0,0,0,NA,0
"Susiana","IrKhzL*",-4700,78.4,4.11366556146136,1.28031227529371,3.38845298435273,1.53142090892665,0.336363636363636,0.328571428571429,0,0,2.7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,NA,0,0,0,NA,0
"Susiana","IrSusa1",-4300,84.3,3.959672391225,3.55975835096303,3.08155633123268,1.91271126413997,0.245454545454545,0.328571428571429,0.15,0,2.7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,0,0,0,1,0
"Susiana","IrSusa1",-3900,84.3,2.88883041792672,1.82364325348072,3.08155633123268,1.91271126413997,0.245454545454545,0.328571428571429,0.15,0,2.7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,0,0,0,1,0
"Susiana","IrSusa2",-3800,68.6,2.88883041792672,2.44010602320613,2.7389411582869,2.4188398785,0.428571428571429,0.68,0.98,0.95,2.7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,2.09801792314168,0,0,0,1,1
"Susiana","IrSusa2",-3700,72.5,4.18719393273818,2.75567867254711,2.7389411582869,2.70941993925,0.428571428571429,0.68,0.98,0.95,2.7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,2.09801792314168,0,0,0,1,1
"Susiana","IrSusa2",-3600,72.5,4.10197729739542,2.70409491263448,3.6250288296043,2.70941993925,0.428571428571429,0.68,0.98,0.95,2.7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,2.09801792314168,0,0,0,1,1
"Susiana","IrSusa2",-3500,72.5,4.02709963526798,3.19435703459139,3.69897000433602,2.88806812722157,0.428571428571429,0.68,0.98,0.95,2.7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,2.09801792314168,0,0,0,1,1
"Susiana","IrSusa2",-3400,72.5,4.38227869022928,3.9686598150337,3.69897000433602,3.20941993925,0.428571428571429,0.68,0.98,0.95,2.7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,2.09801792314168,0,0,0,1,1
"Susiana","IrSusa2",-3300,72.5,4.40930166720731,3.6066743505958,3.69897000433602,3.20941993925,0.428571428571429,0.68,0.98,0.95,2.7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,2.09801792314168,0,0,0,1,1
"Susiana","IrSusa2",-3200,72.5,3.83884909073726,2.77767676175746,3.71997102704243,3.20941993925,0.428571428571429,0.68,0.98,0.95,2.7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,2.09801792314168,0,0,0,1,1
"Susiana","IrSusa3",-3100,68.6,3.83884909073726,2.6067122703498,3.71997102704243,3.29184281205927,0.571428571428571,0.725,0.98,0.9,2.7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,2.32763645603152,0,0,0,1,1
"Susiana","IrSusa3",-3000,66.7,5.14169232250756,6.26121884960544,3.87310376951221,2.89819868685825,0.571428571428571,0.725,0.98,0.9,2.7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,2.32763645603152,0,0,0,1,1
"Susiana","IrAwanE",-2600,70.6,4.99265369496563,5.42277329492709,3.85372776126812,2.91329260002821,0.6375,0.95,0.98,0.925,2.7,10,NA,NA,6,NA,6,NA,NA,NA,NA,NA,0,0,1,2.44276990870623,0,0,0,1,1
"Susiana","IqAkkad",-2200,82.4,6.03436813560916,3.92201948007802,4.47040400312784,4.78286641099654,0.71,0.966666666666667,0.833333333333333,0.985714285714286,3,10,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,2,0.3,1,4,1,0,1,1,1
"Susiana","IqUrIII",-2100,51,5.31376499961852,4.2741666046013,4.3942142476211,4.3905095638472,1,1,1,1,3,10,3,NA,2,NA,NA,NA,NA,NA,NA,NA,2,0.333333333333333,1,4,1,0,1,1,1
"Susiana","IrShima",-2000,51,5.80896930653,5.94482806921868,5.07824246585679,3.70382538431233,0.9,0.925,0.842857142857143,0.9,3,10,NA,NA,6,NA,6,NA,NA,NA,NA,NA,2,0.366666666666667,1,3.21219506631176,1,0,1,1,1
"Susiana","IrSukkE",-1900,58.8,5.81329974253517,5.33019671678321,4.30621775947206,3.64509593728461,0.92,0.957142857142857,0.98,0.9,3,10,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,2,0.366666666666667,1,2.77944554326707,1,0,1,1,1
"Susiana","IrSukkE",-1800,58.8,5.76655887878442,5.39696338294402,4.00312793222418,3.64509593728461,0.92,0.957142857142857,0.98,0.9,3,10,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,2,0.366666666666667,1,2.77944554326707,1,0,1,1,1
"Susiana","IrSukkL",-1700,60.8,4.58305332767729,5.62759409854336,4.28054373634624,3.98279455074598,0.9,0.914285714285714,0.842857142857143,0.9,2.7,10,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,2,0.366666666666667,1,2.86412598589521,1,0,1,1,1
"Susiana","IrSukkL",-1600,60.8,5.52654752746302,4.49101843209797,3.90673844150638,3.98279455074598,0.9,0.914285714285714,0.842857142857143,0.9,2.7,10,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,2,0.366666666666667,1,2.86412598589521,1,0,1,1,1
"Susiana","IrMElm1",-1500,60.8,6.2680577341758,5.38013067920216,4.06106323369953,3.7116760131656,0.92,0.916666666666667,0.842857142857143,1,1,10,2,NA,6,NA,4,NA,2,NA,NA,NA,2,0.366666666666667,1,3.7753825005556,1,0,1,1,1
"Susiana","IrMElm2",-1400,58.8,6.96139563099773,5.46305511194692,4.72085486564356,3.62630127226107,0.9,0.9,0.98,0.966666666666667,1,10,2,NA,6,NA,4,NA,2,NA,NA,NA,2,0.366666666666667,1,3.81247380784273,1,0,1,1,1
"Susiana","IrMElm2",-1300,60.8,6.26044390478465,5.46305511194692,3.95110979535104,3.62630127226107,0.9,0.9,0.98,0.966666666666667,1,10,2,NA,6,NA,4,NA,2,NA,NA,NA,2,0.366666666666667,1,3.81247380784273,1,0,1,1,1
"Susiana","IrMElm3",-1200,66.7,6.12751961546671,5.44629270035745,4.08971812418193,3.59818672554282,0.95,0.928571428571429,0.842857142857143,1,3,10,2,NA,6,NA,4,NA,2,NA,NA,NA,2,0.366666666666667,1,2.48354825494411,1,0,1,1,1
"Susiana","IrNElm1",-900,35.3,6.30658348026534,4.80894190180055,4.91495351042729,3.62962193793148,0.9,0.6,0.76,0.727839567101102,2.7,10,2,NA,6,NA,4,NA,2,NA,NA,NA,2,0.366666666666667,0.9,NA,1,0,1,1,1
"Susiana","IrNElm2",-700,58.8,6.80969732921589,5.49910928454339,4.51583043058298,3.48605707833209,0.725,0.95,0.842857142857143,0.74686173511934,2.7,10,2,NA,6,NA,4,NA,2,NA,NA,NA,2,0.366666666666667,1,NA,1,0,1,1,1
"Susiana","IrNElm3",-600,41.2,4.589535245662,4.67168291136894,5.23095725679535,2,0.9,0.9,0.842857142857143,1,2.7,10,2,NA,6,NA,4,NA,2,NA,NA,NA,2,0.366666666666667,1,NA,1,0,1,1,1
"Susiana","IrAchae",-500,98,7.41510720694794,6.74036268949424,5.30102999566398,5.26571319789309,0.972727272727273,0.891666666666667,0.828571428571429,0.925,5,10,2,NA,4,NA,4,NA,2,NA,NA,NA,3,0.633333333333333,1,4.50941845165379,1,1,1,1,1
"Susiana","IrAchae",-400,98,7.19601876371442,6.57978359661681,5.30102999566398,5.26571319789309,0.972727272727273,0.891666666666667,0.828571428571429,0.925,5,10,2,NA,4,NA,4,NA,2,NA,NA,NA,3,0.633333333333333,1,4.50941845165379,1,1,1,1,1
"Susiana","IrSeleu",-300,92.2,7.47712125471966,6.55630250076729,4.99677325249218,4.33634313165587,0.9875,0.9,0.828571428571429,0.9375,5,10,2,NA,6,NA,6,NA,2,NA,NA,NA,3,0.333333333333333,1,4,1,1,1,1,1
"Susiana","IrSeleu",-200,92.2,4.94189980413988,5.44715803134222,4.99677325249218,4.33634313165587,0.9875,0.9,0.828571428571429,0.9375,5,10,2,NA,6,NA,6,NA,2,NA,NA,NA,3,0.333333333333333,1,4,1,1,1,1,1
"Susiana","IrPart1",-100,90.2,6.73639650227664,6.30102999566398,5.47712125471966,4.17541351607981,0.566666666666667,0.916666666666667,0.816666666666667,0.9875,5,10,2,NA,6,NA,6,NA,2,NA,NA,NA,3,0.7,1,3,1,1,1,1,1
"Susiana","IrPart1",0,90.2,7.17609125905568,6.47712125471966,5.60205999132796,4.17541351607981,0.566666666666667,0.916666666666667,0.816666666666667,0.9875,5,10,2,NA,6,NA,6,NA,2,NA,NA,NA,3,0.7,1,3,1,1,1,1,1
"Susiana","IrElym2",100,62.7,6.32296066883493,4.81467154739635,4.43215572070901,4,0.9,0.925,1,0.925,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.633333333333333,1,NA,1,1,1,NA,1
"Susiana","IrSasn1",300,98,6.69897000433602,6.42180853936922,5,5.14134895637187,0.545454545454545,0.9,0.771428571428571,0.925,5,10,2,NA,6,NA,6,NA,2,NA,NA,NA,3,0.7,0.9,4.86646925931171,1,1,1,1,1
"Susiana","IrSasn1",400,98,6.69897000433602,6.50195050532754,5.39794000867204,5.14134895637187,0.545454545454545,0.9,0.771428571428571,0.925,5,10,2,NA,6,NA,6,NA,2,NA,NA,NA,3,0.7,0.9,4.86646925931171,1,1,1,1,1
"Susiana","IrSasn2",500,92.2,6.94939000664491,6.53781909507327,5.60205999132796,5.08024263475642,0.518181818181818,0.97,0.814285714285714,0.975,5,10,2,NA,6,NA,6,NA,2,NA,NA,NA,3,0.7,1,4.26428593151857,1,1,1,1,1
"Susiana","IrSasn2",600,92.2,7.34439227368511,6.41497334797082,5.69897000433602,5.08024263475642,0.7,0.97,0.814285714285714,0.975,5,10,2,NA,6,NA,6,NA,2,NA,NA,NA,3,0.7,1,4.26428593151857,1,1,1,1,1
"Susiana","SyCalUm",700,98,7.47999408351136,6.95424250943933,5.54373665186299,3.6250913175168,0.645454545454546,0.908333333333333,0.842857142857143,1,5,10,1.33333333333333,NA,5,NA,5,NA,2,NA,NA,NA,3,1,1,2,1,1,1,1,1
"Susiana","IqAbbs1",800,98,7.53490508802574,6.91907809237607,5.84509804001426,4.4,0.554545454545455,0.908333333333333,0.857142857142857,1,5,10,1.33333333333333,NA,5,NA,5,NA,2,NA,NA,NA,3,1,1,2,1,1,1,1,1
"Susiana","IqAbbs1",900,98,7.00393118448425,6,5.47712125471966,4.4,0.554545454545455,0.908333333333333,0.857142857142857,1,5,10,1.33333333333333,NA,5,NA,5,NA,2,NA,NA,NA,3,1,1,2,1,1,1,1,1
"Susiana","IrBuyid",1000,92.2,6.68533411671927,5.95424250943933,5.09691001300806,4.46822878673046,0.77,0.98,0.814285714285714,0.9625,5,10,1.33333333333333,NA,5,NA,5,NA,2,NA,NA,NA,3,1,1,3,1,1,1,1,1
"Susiana","IrSeljq",1100,90.2,7.08278537031645,6.62776069385696,5.87005483276746,4.20653377680855,0.827272727272727,0.825,0.828571428571429,1,5,10,1.33333333333333,NA,5,NA,5,NA,2,NA,NA,NA,3,1,1,4.03266888404275,1,1,1,1,1
"Susiana","IqAbbs2",1200,90.2,6.5910646070265,5.8750612633917,6,3.70056804394396,0.888888888888889,0.845454545454545,0.828571428571429,1,5,10,1.33333333333333,NA,5,NA,5,NA,2,NA,NA,NA,3,1,1,2,1,1,1,1,1
"Susiana","IrIlkhn",1300,80.4,6.72015930340596,6.57978359661681,5.27262428092619,4.3150190526884,0.709090909090909,0.9875,0.828571428571429,1,5.23769535465328,10,1.33333333333333,NA,5,NA,5,NA,2,NA,NA,NA,NA,1,1,3,1,NA,1,1,1
"Susiana","IrAkKoy",1500,88.2,7.10527366610697,6.25527250510331,4.49910411842246,3.97363070820209,0.744444444444444,0.85,0.828571428571429,0.9625,5,10,1.33333333333333,NA,5,NA,5,NA,2,NA,NA,NA,3,1,1,2.3954663525967,1,1,1,1,1
"Susiana","IrSafvd",1600,98,6.95424250943933,6.43136376415899,5.30102999566398,4.82015917552249,0.809090909090909,0.825,0.842857142857143,1,5,10,2,NA,5,NA,5,NA,2,NA,NA,NA,3,1,1,5.39059011708673,1,1,1,1,1
"Upper Egypt","EgBadar",-4400,90.2,2.16579006297029,3.16967435252955,1.77750271022074,1.19436063335499,0.1,0.245454545454545,0.228571428571429,0.1,0.9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,1,0,0,0,NA,0
"Upper Egypt","EgNaqa1",-3800,94.1,2.37130655160344,1.12263258687718,1.86869721006992,1.4234822961723,0.1,0.318181818181818,0.25,0.1,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,1,0,0,0,NA,0
"Upper Egypt","EgNaqa1",-3700,94.1,4.61166308282306,3.83724502706563,3.23072474434396,1.47573506030311,0.1,0.318181818181818,0.25,0.1,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,1,0,0,0,NA,0
"Upper Egypt","EgNaqa1",-3600,94.1,5.44446542592638,3.83724502706563,4.11394335230684,1.6734822961723,0.1,0.318181818181818,0.25,0.1,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,1,0,0,0,NA,0
"Upper Egypt","EgNaqa2",-3500,94.1,4.11394335230684,4.11496018691617,3.917870452339,2.36301030653764,0.163636363636364,0.366666666666667,0.65,0.1,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,NA,0,0,0,NA,0
"Upper Egypt","EgNaqa2",-3400,94.1,4.69897000433602,4.11496018691617,3.917870452339,2.36301030653764,0.254545454545455,0.366666666666667,0.65,0.1,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,NA,0,0,0,NA,0
"Upper Egypt","EgNaqa3",-3300,80.4,4.69897000433602,3.90715803807371,4.12741285252602,2.45177994529783,0.227272727272727,0.390909090909091,0.65,0.540901942715819,3,10,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0,0,1,2,0,0,0,1,1
"Upper Egypt","EgNaqa3",-3200,80.4,4.69897000433602,3.90715803807371,4.12741285252602,2.45177994529783,0.218181818181818,0.390909090909091,0.65,0.402512906091538,3,10,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0,0,1,2,0,0,0,1,1
"Upper Egypt","EgDyn1*",-3100,94.1,6.00315606959938,4.75126361338929,3.87358029058618,3.75650824170327,0.245454545454545,0.727272727272727,0.833333333333333,0.685714285714286,2.7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,3,0,0,0,1,1
"Upper Egypt","EgDyn2*",-2900,92.2,6.04254713301028,5,4.03721510227666,3.67797600123208,0.254545454545455,0.727272727272727,0.816666666666667,0.557142857142857,2.7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.333333333333333,1,3,1,1,1,1,1
"Upper Egypt","EgDyn2*",-2800,92.2,6.04254713301028,5.42651126136457,4.03721510227666,3.67797600123208,0.254545454545455,0.727272727272727,0.816666666666667,0.557142857142857,2.7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.333333333333333,1,3,1,1,1,1,1
"Upper Egypt","EgDyn2*",-2700,92.2,6.04254713301028,5.47712125471966,4.03721510227666,3.67797600123208,0.254545454545455,0.727272727272727,0.816666666666667,0.557142857142857,2.7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.333333333333333,1,3,1,1,1,1,1
"Upper Egypt","EgOldK1",-2600,94.1,6.00746090501894,5.52452463893392,4.47712125471966,4.45465585152327,0.58,0.658333333333333,0.833333333333333,0.825,2.7,10,1,NA,6,NA,6,NA,NA,NA,NA,NA,3,0.333333333333333,1,6,1,1,1,1,1
"Upper Egypt","EgOldK2",-2300,94.1,6.17609125905568,5.00021859297174,4.79034065315984,4.94062944039432,0.77,0.75,0.833333333333333,0.8625,2.7,10,1,NA,6,NA,6,NA,NA,NA,NA,NA,3,0.333333333333333,1,6,1,1,1,1,1
"Upper Egypt","EgRegns",-2100,88.2,5.53289038571944,4.57000877969681,4.07217482034346,3.2974876050951,0.58,0.7,0.816666666666667,0.9125,1,10,NA,NA,6,NA,6,NA,2,NA,NA,NA,3,0.333333333333333,1,3,1,1,1,1,1
"Upper Egypt","EgMidKg",-2000,92.2,6.24253780476788,5.37657695705651,4.47712125471966,4.63480803431409,0.7,0.741666666666667,0.833333333333333,1,2.7,10,NA,NA,2,NA,6,NA,2,NA,NA,NA,3,0.333333333333333,1,4,1,1,1,1,1
"Upper Egypt","EgMidKg",-1900,92.2,6.24253780476788,5.6159500516564,4.47712125471966,4.63480803431409,0.7,0.741666666666667,0.833333333333333,1,2.7,10,NA,NA,2,NA,6,NA,2,NA,NA,NA,3,0.333333333333333,1,4,1,1,1,1,1
"Upper Egypt","EgMidKg",-1800,92.2,6.24253780476788,5.65321251377534,4.47712125471966,4.63480803431409,0.7,0.741666666666667,0.833333333333333,1,2.7,10,NA,NA,2,NA,6,NA,2,NA,NA,NA,3,0.333333333333333,1,4,1,1,1,1,1
"Upper Egypt","EgThebH",-1700,88.2,6.0838043411955,4.14373099366698,4.77250130796146,4.87701721906526,0.554545454545455,0.65,0.833333333333333,0.98,2.7,10,NA,NA,2,NA,6,NA,2,NA,NA,NA,3,0.333333333333333,1,3.6712520077647,1,1,1,1,1
"Upper Egypt","EgNKThu",-1500,96.1,7,5.81291335664286,4.77815125038364,4.73015201946895,0.790909090909091,0.75,0.833333333333333,0.9875,2.7,10,2,NA,2,NA,6,NA,2,NA,NA,NA,3,0.666666666666667,1,5,1,1,1,1,1
"Upper Egypt","EgNKThu",-1400,96.1,7,5.95424250943933,4.90308998699194,4.73015201946895,0.790909090909091,0.75,0.833333333333333,0.9875,2.7,10,2,NA,2,NA,6,NA,2,NA,NA,NA,3,0.666666666666667,1,5,1,1,1,1,1
"Upper Egypt","EgNKThu",-1300,96.1,7,6,4.90308998699194,4.73015201946895,0.790909090909091,0.75,0.833333333333333,0.9875,2.7,10,2,NA,2,NA,6,NA,2,NA,NA,NA,3,0.666666666666667,1,5,1,1,1,1,1
"Upper Egypt","EgNKRam",-1200,98,6.44389195476138,5.87273882747267,5.44206130684845,4.87302790773162,0.790909090909091,0.766666666666667,0.857142857142857,0.875,3,10,2,NA,2,NA,6,NA,2,NA,NA,NA,3,0.666666666666667,1,5,1,1,1,1,1
"Upper Egypt","EgNKRam",-1100,98,6.44389195476138,5.75358305889291,5.44206130684845,4.87302790773162,0.790909090909091,0.766666666666667,0.857142857142857,0.875,3,10,2,NA,2,NA,6,NA,2,NA,NA,NA,3,0.666666666666667,1,5,1,1,1,1,1
"Upper Egypt","EgThebL",-1000,84.3,5.62548162911711,5.32427160513279,5.07918124604763,3.86536937385654,0.816666666666667,0.708333333333333,0.816666666666667,0.925,2.7,10,2,NA,2,NA,6,NA,2,NA,NA,NA,3,0.666666666666667,1,3.00542787808953,1,1,1,1,1
